track_id,artist,album,track_name,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
3YaycOQk7PoQpl7YdvmWdX,Old Dominion,"Time, Tequila & Therapy",No Hard Feelings,0.636,0.866,4,-5.796,1,0.0553,5.42e-06,0.371,0.963,85.004,191360,4,contemporary country
1S55d7hhptRt8PS6nC1fSY,Kelsea Ballerini,HEARTFIRST,HEARTFIRST,0.662,0.855,0,-3.742,1,0.0457,0,0.228,0.84,120.079,187017,4,contemporary country
5GZpFMMargJUqhbLoI94Tz,Midland,Longneck Way To Go,Longneck Way To Go,0.485,0.883,5,-4.906,1,0.0403,6.38e-06,0.37,0.604,129.021,188400,4,neo-traditional country
1vscizuuPwkwC1cc5N5KQV,Jackson Dean,Jackson Dean,Don’t Come Lookin’,0.529,0.858,9,-6.015,1,0.0536,2.91e-05,0.345,0.676,156.129,187957,4,unknown
7xNYZeFtrB05pi9tc6lEeb,Gabby Barrett,Pick Me Up,Pick Me Up,0.472,0.701,2,-4.563,1,0.0369,0,0.107,0.515,79.805,169440,4,contemporary country
106WZMD4t61E3WIBPtXTDK,Drew Green,Good Ol' Man,Good Ol' Man,0.594,0.484,6,-7.093,1,0.0299,0,0.0878,0.281,168.006,202178,4,contemporary country
2FGOg7uYBfnspkPOISXTFY,Carrie Underwood,Ghost Story,Ghost Story,0.479,0.742,7,-5.587,1,0.0539,0.000834,0.278,0.454,142.909,181400,3,contemporary country
4232gJU5ljjFmKaPh0cKds,Ashley Cooke,Already Drank That Beer,Never Til Now (feat. Brett Young),0.382,0.408,10,-7.552,1,0.0407,0,0.127,0.128,77.063,173534,4,contemporary country
4q9NEq8kUmSZwtNsxL2KJN,Dylan Scott,Can't Have Mine (Find You A Girl),Can't Have Mine (Find You A Girl),0.663,0.502,5,-7.07,1,0.0285,0,0.105,0.371,143.969,183087,4,contemporary country
3vCUelLOtiuNF78p9LNWZF,Lee Brice,Hey World,Soul,0.789,0.642,11,-8.304,1,0.0352,0,0.0985,0.755,121.003,167680,4,contemporary country
5kFLWyiAXjYrecLHnR7bTk,Eli Young Band,Love Talking,Love Talking,0.557,0.821,3,-4.989,1,0.0339,0,0.296,0.471,107.964,173131,4,contemporary country
1ga4PztXOIw1yBbdUt2X8v,KAROL G,GATÚBELA,GATÚBELA,0.627,0.858,11,-2.824,0,0.386,0,0.21,0.342,92.523,209160,4,latin
1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,0.65,0.715,5,-5.198,0,0.253,0.000291,0.126,0.187,106.672,243717,4,latin
5fhcuVxuBWfgNXGuyAtLmr,Piso 21,Los Cachos,Los Cachos,0.774,0.73,0,-3.865,1,0.134,0,0.194,0.421,91.966,212304,4,colombian pop
2oNSHvGBGZIrZouRAA1eaX,Anitta,El Que Espera,El Que Espera,0.825,0.758,9,-1.73,0,0.238,0,0.0661,0.828,176.059,170397,4,funk carioca
79HZAZNnOE97rb2hnI0XQr,Rauw Alejandro,LOKERA,LOKERA,0.834,0.828,11,-2.657,0,0.0452,5.91e-06,0.103,0.58,102.019,195294,4,puerto rican pop
3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,cómo dormiste?,0.627,0.429,1,-8.255,1,0.234,0,0.122,0.565,126.426,112572,5,r&b en espanol
5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Un Verano Sin Ti,Efecto,0.801,0.475,7,-8.797,0,0.0516,1.73e-05,0.0639,0.234,98.047,213061,4,latin
6wtZPYBIXUvCpXwVjMCJBf,Polimá Westcoast,ULTRA SOLO REMIX,ULTRA SOLO REMIX,0.909,0.824,1,-4.627,1,0.0797,0.00387,0.0638,0.585,109.97,322347,4,trap chileno
02jLfqc9gMo8PkHEGHY3OT,Feid,Si Te La Encuentras Por Ahí,Si Te La Encuentras Por Ahí,0.743,0.576,8,-3.552,0,0.076,5.87e-05,0.128,0.455,171.945,191573,4,colombian pop
2rurDawMfoKP4uHyb2kJBt,Shakira,Te Felicito,Te Felicito,0.695,0.636,5,-4.654,1,0.317,0,0.081,0.575,174.14,172235,4,colombian pop
7gwT3HGL84vF7bgtwL1N88,Lasso,Ojos Marrones,Ojos Marrones,0.809,0.649,8,-4.433,0,0.0416,0,0.145,0.72,120.014,198520,4,latin
6DoL1yYIwEW7VZMRaJhoJI,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),0.795,0.845,9,-3.809,0,0.135,1.14e-05,0.172,0.769,170.023,254920,4,latin
7dMTCS9BLzBqYTlAuHP8TM,Danna Paola,XT4S1S,XT4S1S,0.797,0.677,9,-4.163,0,0.0857,0,0.441,0.919,130.034,219320,4,latin
77l75UICfUZK5k0G7WRGqg,Tiago PZK,Traductor,Traductor,0.845,0.776,11,-3.098,0,0.0488,0.0321,0.0684,0.528,105.018,222857,4,trap argentino
7d7aPD2oxuzjhOZnu4Dj23,Natti Natasha,Mayor Que Usted,Mayor Que Usted,0.625,0.839,6,-4.824,0,0.0927,2.35e-05,0.464,0.771,184.08,233520,4,latin
1ri9ZUkBJVFUdgwzCnfcYs,Becky G,MAMIII,MAMIII,0.843,0.7,4,-3.563,0,0.0803,0,0.14,0.899,93.991,226088,4,latin
1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellín,Una Noche en Medellín,0.87,0.548,10,-5.253,0,0.077,4.6e-05,0.0534,0.832,96.018,153750,4,mambo chileno
6N7LquYjc3c53qr4PSJbi5,Paulo Londra,Noche de Novela (feat. Ed Sheeran),Noche de Novela (feat. Ed Sheeran),0.522,0.585,7,-7.205,1,0.129,0,0.0909,0.411,97.99,191896,4,argentine hip hop
2z9YkcLojiOE7Eu2p9lPZR,Feid,Normal,Normal,0.712,0.557,4,-4.861,0,0.115,0,0.27,0.594,170.079,171987,4,colombian pop
6i1g5ZRmJZAkDwBaUZ3f2i,Luar La L,L3tra,Caile,0.704,0.756,0,-4.948,1,0.448,3.75e-06,0.0852,0.461,121.737,141340,3,reggaeton
3AbNNvo2OmyeDMvRBgf9vk,TINI,La Loto,La Loto,0.855,0.83,1,-2.815,1,0.106,1.31e-06,0.08,0.775,90.009,190667,4,latin pop
3SlKme42qm1vWrkl3BrZmm,Maluma,Nos Comemos Vivos,Nos Comemos Vivos,0.822,0.719,10,-3.633,0,0.0576,2.48e-05,0.174,0.659,82.01,225366,4,latin
4IsO1J5LSrVwkQOIEdZ417,Nicky Jam,Sin Novia,Sin Novia,0.747,0.752,11,-5.324,1,0.0417,0,0.128,0.512,106.97,188411,4,latin
2IzV2SPZQLadtA46ni3ICq,Zion & Lennox,Berlin,Berlin,0.796,0.766,1,-4.237,1,0.0422,1.53e-06,0.164,0.846,121.008,246062,4,latin
0hzC5kZ6qKZJ9ybyW75VV8,Chris Lebron,Desde Mis Ojos (Remix),Desde Mis Ojos - Remix,0.673,0.56,1,-5.191,1,0.182,0,0.293,0.656,93.978,223564,4,dominican pop
2pR6bipXfJySBhje19SW02,Stars Music Chile,Marisola,Marisola,0.806,0.85,1,-4.84,1,0.0967,0,0.201,0.728,95.014,184421,4,unknown
7kN7u1ZDOrNBKcEEGwGeDY,Jay Wheeler,Suelta,Suelta,0.859,0.553,9,-5.726,0,0.0456,0.00011,0.109,0.338,122.048,243934,4,latin
4hceSKjrkDTO0nMKFcb3sj,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",0.82,0.752,1,-7.635,0,0.0648,0.00417,0.628,0.423,127.999,187500,4,argentine hip hop
3IAfUEeaXRX9s9UdKOJrFI,Anitta,Envolver,Envolver,0.812,0.736,4,-5.421,0,0.0833,0.00254,0.0914,0.396,91.993,193806,4,funk carioca
1UdzJEpgJxtuXAlCOvD4S0,Danny Ocean,@dannocean,Fuera del mercado,0.453,0.673,8,-5.649,1,0.144,0,0.131,0.266,92.06,159849,4,latin
6bTVP50bbtMtD6RGe2cUoQ,Duki,GIVENCHY,GIVENCHY,0.607,0.619,8,-6.726,1,0.396,0,0.231,0.377,102.974,182611,3,argentine hip hop
1uGdRSOpObu3lp0jvrVREl,Maria Becerra,OJALÁ,OJALÁ,0.798,0.629,1,-4.393,0,0.0729,5.06e-06,0.103,0.362,92.018,160482,4,latin pop
0vHfVsEe6Ps0d8cZ9PGzSw,De La Ghetto,Loco Por Perrearte (Remix),Loco Por Perrearte - Remix,0.848,0.673,11,-4.034,0,0.058,0.00652,0.102,0.39,93.987,199149,4,latin
4RtPruLRZbyirtJGqYHPQm,Duki,Antes de Perderte,Antes de Perderte,0.812,0.925,5,-3.092,0,0.113,0,0.115,0.614,110.031,176727,4,argentine hip hop
7k3qWn8D43a5ISa3x8lJux,Anuel AA,¿Qué Nos Pasó?,¿Qué Nos Pasó?,0.703,0.694,3,-4.808,0,0.0607,5.8e-06,0.12,0.298,95.0,245739,4,latin
6riuMNiPqRmE4LPJZGzIuv,El Alfa,Sabiduria,Gogo Dance,0.596,0.868,8,-4.95,1,0.161,0.518,0.0514,0.705,118.02,173390,4,dembow
6y8z28epOv5FlaxDv1Lo5B,Ryan Castro,Jordan,Jordan,0.796,0.68,10,-5.555,0,0.37,0.000683,0.103,0.71,179.923,176143,4,trap colombiano
6TCnhziFkBPhOTqvh8zVDU,Danny Ocean,Volare,Volare,0.753,0.733,0,-3.715,1,0.056,0,0.398,0.156,92.064,147599,4,latin
20yLo8tCAM1LXixAdBf3f2,Prince Royce,Si Te Preguntan...,Si Te Preguntan...,0.76,0.803,8,-2.867,0,0.0306,0,0.0555,0.922,136.945,223074,4,bachata
4w273WCBXwM4P3jTX5HkB2,Grupo Marca Registrada,El Rescate,El Rescate,0.794,0.594,7,-8.698,0,0.139,0.000381,0.109,0.637,99.238,160897,3,corrido
0Yc0ziTsyjahYqlWXVXlTU,Becky G,BAILÉ CON MI EX,BAILÉ CON MI EX,0.761,0.784,4,-4.977,1,0.133,0,0.125,0.691,114.93,161880,4,latin
7kYbxvrGXv8cmKjkqgqhrw,TINI,La Triple T,La Triple T,0.801,0.633,11,-2.785,0,0.0777,0,0.27,0.676,92.025,167674,4,latin pop
7KWKWJnbGJ3Soag6Oopion,Luísa Sonza,CACHORRINHAS,CACHORRINHAS,0.709,0.696,8,-4.837,0,0.275,0,0.248,0.484,98.119,134937,4,funk carioca
5xhFO6kaUjGcSezSp5hIhG,Zion & Lennox,Brisa,Brisa,0.817,0.932,11,-4.232,0,0.0467,0.0284,0.0792,0.396,126.008,259334,4,latin
30W8VKHrAZmHzObnwAoc1u,Mora,MICRODOSIS,TUS LÁGRIMAS,0.683,0.714,1,-4.898,1,0.252,1e-06,0.111,0.448,173.963,174483,4,reggaeton
6c1yUgFlhUHLAM9hSDkVBq,Joji,YUKON (INTERLUDE),YUKON (INTERLUDE),0.736,0.71,6,-8.497,0,0.091,0.0351,0.395,0.0728,82.482,141093,4,viral pop
72yP0DUlWPyH8P7IoxskwN,Elton John,Hold Me Closer,Hold Me Closer,0.667,0.75,0,-4.602,1,0.0906,0.000198,0.197,0.486,126.041,202246,4,glam rock
1ovZe7upcqycTuPFfOg6kB,Katie Gregson-MacLeod,complex (demo),complex (demo),0.384,0.167,0,-9.92,1,0.0375,0,0.118,0.258,95.102,256108,4,unknown
2NbS9E0ZZKAMJAppj8P53N,The National,Weird Goodbyes (feat. Bon Iver),Weird Goodbyes (feat. Bon Iver),0.523,0.555,8,-7.761,1,0.0776,0.000859,0.0812,0.715,99.641,303173,4,indie rock
4uUG5RXrOk84mYEfFvj3cK,David Guetta,I'm Good (Blue),I'm Good (Blue),0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4,big room
43eP7iHiKryjETMTDJJYfY,Anitta,Versions of Me (Deluxe),Practice (feat. A$AP Ferg & HARV),0.773,0.656,8,-4.941,1,0.0359,0,0.0945,0.309,111.989,203587,4,funk carioca
2Oo397nWzelAKMQBBIL8YI,blackbear,in loving memory,dead inside,0.558,0.925,8,-3.428,0,0.0423,0,0.188,0.829,148.042,182792,4,electropop
4QWXSTeUHFzU0INh7SNqSU,Ingrid Andress,Good Person,Feel Like This,0.536,0.605,7,-5.292,1,0.0338,0,0.0614,0.341,130.053,196163,4,contemporary country
3pJMOvec8R8OKzEmB9PRJD,LANY,Congrats,Congrats,0.551,0.491,0,-7.354,1,0.0255,0,0.105,0.318,84.003,217470,4,la pop
1U2fUzMkgprQoocKlYu3Oj,CKay,you,you,0.549,0.538,9,-6.731,1,0.0433,0.0319,0.127,0.128,180.047,172722,4,afro r&b
0vrDGR5ZjdDIBUuDep6yXT,anees,leave me,leave me,0.669,0.697,6,-6.299,0,0.228,0,0.0864,0.535,78.709,220539,4,unknown
3DpxSpi0jot0XH73uZmlul,Madison Beer,Dangerous,Dangerous,0.351,0.355,5,-8.772,1,0.0286,6.29e-06,0.0997,0.17,77.248,227839,3,alt z
7lagLMBTqqOkta5eqRfNXc,Noah Cyrus,Every Beginning Ends,Every Beginning Ends,0.627,0.36,3,-9.93,1,0.0277,4.16e-05,0.109,0.39,116.944,150492,3,dance pop
7L92GcnLG3bAi7veJRXIe7,Surfaces,Hidden Youth,It Only Takes Two,0.403,0.608,7,-6.482,1,0.11,4.57e-06,0.1,0.844,70.024,158605,4,bedroom soul
4k0hvjglHbcZI203QI4pF7,Muse,Will Of The People,You Make Me Feel Like It’s Halloween,0.514,0.935,1,-3.331,1,0.0605,0.000764,0.386,0.53,123.032,180302,4,modern rock
0sJgYuySEv6icDbfsrIXYD,Joey Bada$$,Let It Breathe,Let It Breathe,0.537,0.854,4,-6.103,0,0.303,0,0.16,0.564,81.931,204107,4,conscious hip hop
73sJYNNftZeqUxHu5l4w1z,Thee Sacred Souls,Thee Sacred Souls,Future Lover,0.607,0.468,11,-7.587,1,0.0271,0.000155,0.0909,0.806,147.57,211627,4,latinx alternative
09gqiE8sqspbkfdr2x0CBs,ROLE MODEL,cross your mind,cross your mind,0.754,0.614,9,-4.673,1,0.0281,0.00682,0.22,0.878,113.988,160783,4,bedroom pop
7JBWagcdXEX1dDZTCKUo7R,Sasha Alex Sloan,Spotify Singles,As It Was - Spotify Singles,0.529,0.174,9,-13.751,1,0.0373,0,0.0567,0.311,136.112,206187,4,alt z
1IiNgs5RGEYyGQFLXJvte5,BNXN fka Buju,Bad Since '97,In My Mind,0.566,0.502,6,-4.838,0,0.373,0,0.105,0.357,126.122,138034,5,nigerian pop
5e2ZOmiFEAOFEgXNj1mHEk,Cheat Codes,I Remember,I Remember,0.57,0.737,1,-4.27,0,0.0685,0,0.248,0.621,100.052,168117,4,dance pop
4qErRQ7XZCogsJDzyvWTLY,Marcus Mumford,Better Off High,Better Off High,0.693,0.412,0,-8.981,1,0.0401,0.186,0.111,0.0742,143.213,270806,4,british singer-songwriter
2Y2nvGDYoKXihBx5KBIugX,Matt Maeson,Never Had to Leave,Cut Deep,0.58,0.833,4,-3.913,0,0.192,0,0.0819,0.602,160.055,176813,4,modern rock
6VBQuholHCe5LyCdyIWvzo,Big Narstie,Groundwork,Groundwork,0.626,0.845,6,-6.719,0,0.312,0,0.11,0.5,142.858,214825,4,grime
4fpypp2U7V67RvzEJxXYe9,Bastille,Give Me The Future + Dreams Of The Past,Hope For The Future,0.449,0.411,4,-9.189,1,0.0329,0.101,0.112,0.109,149.911,212867,4,metropopolis
1HkRnB3c6aVMJxAryrsMsc,JVKE,i can't help it,i can't help it,0.458,0.638,1,-4.151,1,0.0638,0.01,0.248,0.343,155.935,177887,4,modern indie pop
2gYj9lubBorOPIVWsTXugG,IVE,After LIKE,After LIKE,0.68,0.922,0,-1.215,1,0.121,0,0.0877,0.799,125.014,176973,4,k-pop girl group
3WWky2z2RbCuWmMJHJL5Rc,SleazyWorld Go,India Me,India Me,0.667,0.455,5,-7.044,0,0.582,1.45e-05,0.0994,0.254,127.77,183830,3,unknown
0VcWp30A3hSJrPjdDEHeNE,Tai Verdes,how deep?,how deep?,0.802,0.691,6,-6.973,0,0.0466,2.29e-06,0.277,0.452,97.021,154507,4,modern indie pop
12j3RsAjTt9oGnZno4lq8k,Julia Jacklin,Be Careful With Yourself,Be Careful With Yourself,0.537,0.686,4,-6.902,1,0.0248,0.00761,0.115,0.645,100.199,227842,4,art pop
14wSiOY3ZjskXuFj4xiEAD,Rina Sawayama,Phantom,Phantom,0.284,0.77,7,-3.312,1,0.037,0,0.0935,0.219,169.92,265013,3,art pop
2MdoVJfbVNOsZx9AQ7Eqjh,RAYE,Black Mascara,Black Mascara,0.713,0.738,1,-7.851,0,0.0428,0.000681,0.137,0.0808,121.005,241265,4,dance pop
6aEtOtuVYBDfR07qJm8wB3,Kaleena Zanders,ME WITHOUT U,ME WITHOUT U,0.713,0.906,1,-2.299,1,0.14,6.31e-05,0.168,0.733,124.033,156313,4,unknown
2Hs7CsaCy7U6tGy8s3zdMB,Laufey,Everything I Know About Love,Beautiful Stranger,0.61,0.231,1,-12.348,1,0.0374,6.4e-05,0.317,0.352,84.018,201267,3,gen z singer-songwriter
6qMdBZ59YiTL98msUygduk,Ashe,Emotional,Emotional,0.561,0.67,2,-6.174,1,0.0376,0.000108,0.482,0.803,87.566,160675,4,alt z
4kJVBJWaZn6yuKQortyVYY,GAYLE,god has a sense of humor,god has a sense of humor,0.494,0.45,2,-8.072,1,0.0687,0,0.242,0.368,65.252,170771,4,modern alternative pop
53Gb8Nw4rYNcyQrdGe3ACO,Marcus King,Young Blood,It's Too Late,0.512,0.859,2,-4.951,1,0.145,9.81e-05,0.135,0.529,122.759,176373,4,modern blues rock
0zcKU98jIjZAxGPQZ5sDpe,Djo,Figure You Out,Figure You Out,0.745,0.646,7,-8.151,0,0.0596,0.00119,0.199,0.308,117.028,184314,4,psychedelic pop
5VSVz6wsmWEP1PiFfzPcn7,Tom The Mail Man,•OUTSIDE•,•OUTSIDE•,0.6,0.816,6,-4.824,0,0.0487,0,0.123,0.885,163.963,106098,4,modern indie pop
3bpR5jv8uzraDgq5YpHwDw,CORPSE,MISA MISA!,MISA MISA!,0.672,0.981,1,-1.252,1,0.181,2.36e-05,0.648,0.694,95.014,85895,4,dream smp
3h4EcZwKDcJl11xjI3gPMQ,JELEEL!,STONE COLD!,STONE COLD!,0.624,0.861,7,-4.15,1,0.0371,4.02e-06,0.371,0.372,90.452,104000,4,rhode island rap
5NWnpj6yQXyBHRIJnCFELd,22Gz,Why Would I Lack? (feat. SPMB Bills),Why Would I Lack? (feat. SPMB Bills),0.892,0.684,11,-5.139,1,0.426,0,0.14,0.494,142.065,176682,4,brooklyn drill
4OWhcwHOnB7ZLGJI0Fo4oN,Ray Vaughn,Dawg House,Dawg House,0.976,0.665,0,-5.75,1,0.152,5.08e-06,0.115,0.756,119.965,106375,4,unknown
1cplEBWw9Vft6ibCPSFCxp,Spice,Emancipated,TAPE MEASURE,0.717,0.753,11,-5.934,0,0.24,0.00858,0.218,0.257,103.77,170790,4,dancehall
0QiIiiGroBqnleILFsPUuc,Kornél Kovács,Follow You,Follow You,0.741,0.728,7,-8.367,1,0.0536,0.872,0.102,0.821,127.996,244262,4,float house
0Rop7nCpDSuqnuvzWvZIdq,Blake Rose,Magazine,Magazine,0.508,0.586,8,-7.828,1,0.0323,5.41e-05,0.108,0.381,142.964,231694,4,alt z
7trjNYF5ek7zX4GKSHQZbP,HARDY,wait in the truck (feat. Lainey Wilson),wait in the truck (feat. Lainey Wilson),0.534,0.466,6,-6.98,1,0.0272,0,0.0979,0.23,140.0,277660,4,contemporary country
6sycT6FiSI1YSERI9279qY,Kevin Kaarl,Paris Texas,siente más,0.532,0.329,4,-7.982,1,0.0258,0.00027,0.134,0.333,85.956,240000,4,indie triste
75DBnjEjZ9c7mF6x9ZTKoe,Kevin Gates,Major League,Major League,0.6,0.742,11,-6.707,1,0.311,0,0.338,0.214,150.118,171200,4,baton rouge rap
1Z96DR4JnccVo6uIp9a4Gw,Dro Kenji,ANYWHERE BUT HERE,KILL EM FOR ME (feat. KA$HDAMI),0.737,0.5,11,-8.791,0,0.191,0,0.11,0.459,139.835,158280,4,sad rap
2Ftoh82TZBdd5VduEm8T44,Bob Moses,Afterglow,Afterglow,0.675,0.747,0,-4.742,0,0.0406,0.0014,0.103,0.159,121.033,269752,4,canadian electronic
30ae9cv36eD4Q6Zc8PVF8v,Hope Tala,Leave It On The Dancefloor,Leave It On The Dancefloor,0.699,0.902,11,-5.015,1,0.0428,0.171,0.103,0.911,106.014,175016,4,alternative r&b
3XbzMSWKdp8FzcQHA9BeXw,Reik,5 Estrellas,5 Estrellas,0.66,0.76,9,-4.04,1,0.436,0,0.0582,0.799,177.854,191095,4,latin
36ZL5lijTM6ohAOr2i5lnv,MorMor,Seasons Change,Seasons Change,0.787,0.761,0,-8.415,1,0.0372,0.535,0.291,0.674,131.947,149524,4,canadian contemporary r&b
1OcnAp6rB3ZbQbXw1ncAI3,Savannah Ré,Closure,Closure,0.806,0.761,0,-8.229,1,0.323,3.71e-05,0.269,0.849,130.002,177396,4,alternative r&b
2KkglYERoV6dGi9ME4iYsw,Ayron Jones,"""Filthy""","""Filthy""",0.483,0.744,9,-5.935,1,0.0598,0.000482,0.279,0.328,122.061,181448,4,modern hard rock
2JxBHISFV4ISAE8VMngqWS,Kameron Marlowe,We Were Cowboys,Over Now,0.561,0.764,1,-4.313,1,0.0432,0,0.108,0.356,117.058,221733,4,contemporary country
2vf6KIEKiEEyc1OGr97TII,Danielle Ponder,Only The Lonely,Only The Lonely,0.387,0.266,4,-12.893,0,0.0527,0.0124,0.0766,0.0561,171.827,232298,4,unknown
4Wgu0FPMdz24m4TBc7kyk2,IDK,W13,Free Slime,0.612,0.477,4,-9.47,0,0.238,0,0.601,0.617,174.037,194013,4,dmv rap
30pBgahZNXNLvtQVi5HUxQ,Real Boston Richey,Public Housing,I Want You (with Future),0.761,0.556,6,-6.64,0,0.255,0,0.114,0.216,75.46,203481,4,atl trap
3aWmJVDmjKtmSCLLjUwJ7r,MASN,High School,High School,0.564,0.829,10,-4.504,1,0.0397,0,0.344,0.608,135.008,154280,4,emo rap
2Ot85xcajHDvU7cD2BdR2M,L.S. Dunes,Permanent Rebellion,Permanent Rebellion,0.355,0.989,1,-2.752,1,0.0539,0.956,0.455,0.231,176.924,193976,4,unknown
6nStBZGqGgTR87MrBpNza0,Isabel LaRosa,HEARTBEAT,HEARTBEAT,0.542,0.729,2,-7.453,1,0.0881,8.97e-06,0.488,0.337,120.879,124959,4,hyperpop
7gbnz8hJzzGNZ2WDVPAjUV,Zevia,we're all sad here (deluxe),why am i alive,0.665,0.205,6,-17.278,1,0.0492,0.000194,0.111,0.23,159.99,159000,4,alt z
0qWADvHuMEj6YXMxqaej3i,Alexa Cappelli,Temporary,Temporary,0.721,0.772,4,-5.559,1,0.0391,0,0.135,0.708,122.956,175808,4,alt z
3TR91cx8KHmuT6w54Zv3TZ,Magdalena Bay,All You Do,All You Do,0.667,0.753,0,-6.905,1,0.0349,0.0507,0.185,0.801,114.974,268375,4,art pop
0pST9hoYDLC7cI71VrXxBW,Autumn!,"Golden Child, Chapter 2",Jay N Bey!,0.674,0.673,0,-6.053,1,0.0481,0,0.177,0.55,135.027,131556,4,glitchcore
11DBHIg090mRLgf00aFflP,Meechy Darko,Gothic Luxury,Lost Souls,0.595,0.832,9,-5.812,0,0.638,0,0.668,0.536,148.373,272354,4,underground hip hop
0MaNWrLab10U4DOi6nK6sB,Fredo Bang,Addy,Addy,0.877,0.58,1,-5.794,0,0.221,1.28e-05,0.328,0.206,160.03,123985,4,baton rouge rap
7hyx7lEMBsMHgSYVNCDW2y,Skip Marley,Jane,Jane,0.599,0.835,5,-4.131,0,0.141,0.000554,0.107,0.618,114.848,202373,4,modern reggae
3c6XFFyJbaEXuktEOG4aU6,Britton,EAGER,EAGER,0.733,0.482,4,-5.934,0,0.0526,0,0.2,0.732,100.028,130089,4,alt z
4jqxfm3BEhHPJ4awPsQ3Sl,Miya Folick,Bad Thing,Bad Thing,0.661,0.853,0,-6.349,1,0.035,6.96e-05,0.265,0.82,120.003,202219,4,art pop
5Zbn1bJ3yxodPIRgJCp9xh,Barny Fletcher,Backstroke,Backstroke,0.831,0.614,11,-8.287,0,0.0586,0,0.253,0.633,129.948,159002,4,uk alternative hip hop
5xEXU62EgoGGMLbH567Si8,Curtis Waters,STAR KILLER,STAR KILLER,0.704,0.827,6,-5.475,1,0.033,0.000169,0.145,0.615,127.982,123750,4,unknown
1SvWcEk0BXuOmQp25PThtR,Games We Play,Get A Job,Get A Job,0.624,0.793,0,-3.592,1,0.0533,0,0.514,0.796,94.017,186581,4,miami indie
0zOert4KpMDEf332FVRuxb,Koe Wetzel,Creeps,Creeps,0.576,0.849,5,-4.77,1,0.026,4.65e-05,0.0781,0.3,87.511,226310,4,texas country
2hsarLx1u2OgOmkcJ8ejBm,Mickey Guyton,Somethin' Bout You,Somethin' Bout You,0.667,0.826,4,-3.412,1,0.0266,0,0.151,0.665,112.041,156906,4,black americana
0v3lkM0UK7RfbtdkeycqdI,Wild Pink,Hold My Hand,Hold My Hand,0.675,0.463,4,-12.617,1,0.0299,0.234,0.104,0.646,128.133,301507,4,unknown
4zH4kR30s4Cx6HMvodrf32,Lakeyah,Real Bitch (feat. Gloss Up),Real Bitch (feat. Gloss Up),0.929,0.719,7,-5.295,1,0.265,0,0.0744,0.722,101.948,124905,4,pop r&b
0969BXUHWVqlmZa7zhuuRV,CNCO,Miami,Miami,0.804,0.702,10,-3.922,0,0.0829,0,0.522,0.604,98.019,225161,4,boy band
0RDqNCRBGrSegk16Avfzuq,TWICE,BETWEEN 1&2,Talk that Talk,0.772,0.907,3,-2.438,0,0.124,0,0.334,0.783,119.973,177467,4,k-pop
7xpdg8CYqEj9khHJECllMm,Lolahol,Lock&Key,Lock&Key,0.527,0.774,0,-5.605,0,0.0368,0.89,0.107,0.278,162.05,177827,4,unknown
07t2Y26I5eYKQzXheVq0d4,Lorelei Marcell,ANTISOCIAL,ANTISOCIAL,0.679,0.548,5,-7.525,1,0.0508,0,0.202,0.537,134.118,188278,4,unknown
1JKH156F7aeqFLjHK892H6,James Vickery,The Reason,The Reason,0.585,0.244,4,-10.324,0,0.138,0,0.113,0.198,130.049,204000,3,alternative r&b
0IbkxQrPHSWMpKzLXJmIgZ,Seaforth,What I Get for Loving You,Dr. Phil,0.629,0.859,1,-4.617,1,0.042,0,0.073,0.822,102.031,158883,4,contemporary country
0uryoZxnSimQVSFnGhyqxU,Rend Collective,Whosoever,Hallelujah Anyway,0.494,0.857,8,-4.042,1,0.0379,7.76e-06,0.132,0.467,129.994,225756,4,ccm
6jzhyJiZn9bYHfzoHOzQKS,Francis Karel,Handle with Care,Handle with Care,0.63,0.784,0,-4.592,1,0.0629,5.56e-05,0.136,0.411,92.035,158457,4,indonesian singer-songwriter
3HStMlkAvt5pbxhZ1ISNGx,Swansea Skag,DOG BOY,DOG BOY,0.755,0.529,5,-10.152,0,0.102,0.00026,0.135,0.504,129.893,142660,4,unknown
6LqI79HurtSLxv8ulJohvG,Gera MX,"No Teníamos Nada, Pero Éramos Felices",Papá,0.707,0.645,0,-9.424,0,0.0883,0.016,0.284,0.427,108.048,200253,4,mexican hip hop
4WKsJb5GgRgSv9X2Fpgopp,nickname jos,LETTERMAN,LETTERMAN,0.437,0.761,10,-7.57,0,0.147,0.217,0.309,0.319,181.192,170680,4,nashville indie
